0.7,500,500,39321.59695687929
0.7,500,1000,36622.84027195993
0.7,500,2000,37389.95979961171
0.7,500,5000,34980.302456399375
0.7,600,10,83032.96291310308
0.7,600,50,53290.58228155474
0.7,600,100,54354.307255970125
0.7,600,500,38909.287556974596
0.7,600,1000,36104.16601099181
0.7,600,2000,35427.432266410215
0.7,600,5000,36471.9247289365
0.7,700,10,81564.6088480926
0.7,700,50,55010.99892402325
0.7,700,100,47741.05237770562
0.7,700,500,37691.862278961176
0.7,700,1000,37435.69361511348
0.7,700,2000,36232.306519524136
0.7,700,5000,34132.33509324757
0.8,100,10,91108.50887921022
0.8,100,50,50223.942042877155
0.8,100,100,48555.58203061156
0.8,100,500,38811.46064635266
0.8,100,1000,36543.36098574187
0.8,100,2000,35730.088871368745
0.8,100,5000,35608.436838460264
0.8,200,10,76796.0971963112
0.8,200,50,52738.033431258205
0.8,200,100,47593.403078395204
0.8,200,500,37131.45467233943
0.8,200,1000,36300.67723866065
0.8,200,2000,35448.73216080963
0.8,200,5000,34757.63114154021
0.8,300,10,80274.33311077465
0.8,300,50,48509.497620382754
0.8,300,100,45001.6003891249
0.8,300,500,39128.26220593702
0.8,300,1000,35999.10452954259
0.8,300,2000,36325.42790662269
0.8,300,5000,34474.76859056504
0.8,400,10,68846.74110745211
0.8,400,50,53750.51301634503
0.8,400,100,47890.58208875715
0.8,400,500,37335.178800739006
0.8,400,1000,35725.01165663498
0.8,400,2000,35177.592167677416
0.8,400,5000,34287.591883404275
0.8,500,10,73671.63397793616
0.8,500,50,51183.451736320145
0.8,500,100,49075.40859781061
0.8,500,500,36191.97324980668
0.8,500,1000,35997.390966304425
0.8,500,2000,35088.82095058186
0.8,500,5000,34411.66851381326
0.8,600,10,73394.38618305414
0.8,600,50,50396.347911737736
0.8,600,100,46182.35406057511
0.8,600,500,38459.71746091911
0.8,600,1000,35086.424711831736
0.8,600,2000,36034.61761719845
0.8,600,5000,34406.64594808075
0.8,700,10,69812.08445902192
0.8,700,50,46954.456843011525
0.8,700,100,39652.03733121964
0.8,700,500,35809.18690977247
0.8,700,1000,34985.2171776088
0.8,700,2000,34748.911039201106
0.8,700,5000,34253.33190158253
0.9,100,10,68848.54768207725
0.9,100,50,45829.22556340145
0.9,100,100,44998.93613220361
0.9,100,500,36111.43196454404
0.9,100,1000,36370.59174410175
0.9,100,2000,34538.300740715364
0.9,100,5000,34859.60149571016
0.9,200,10,65630.16929793851
0.9,200,50,45185.81195561262
0.9,200,100,40266.02571415786
0.9,200,500,35845.44775737513
0.9,200,1000,34880.78414599885
0.9,200,2000,34119.27057202424
0.9,200,5000,34087.494189966164
0.9,300,10,65639.94703412945
0.9,300,50,46662.87092675043
0.9,300,100,40562.11768811781
0.9,300,500,36920.427750609204
0.9,300,1000,35040.77586224573
0.9,300,2000,34788.570312242584
0.9,300,5000,33831.179201559484
0.9,400,10,59883.48679590859
0.9,400,50,45804.30096106479
0.9,400,100,40750.05445044835
0.9,400,500,35285.9527899792
0.9,400,1000,34412.70398429756
0.9,400,2000,34821.77856246503
0.9,400,5000,35056.67159298606
0.9,500,10,64389.51115384104
0.9,500,50,44039.665869068616
0.9,500,100,42185.99311533673
0.9,500,500,36628.95031125018
0.9,500,1000,35840.40472889686
0.9,500,2000,34887.999948450015
0.9,500,5000,35774.40972784424
0.9,600,10,56651.97317952619
0.9,600,50,48076.02207984711
0.9,600,100,43976.56935905982
0.9,600,500,35513.17832016097
0.9,600,1000,35674.27794535101
0.9,600,2000,35643.7535462994
0.9,600,5000,34718.87362500999
0.9,700,10,59127.91346428453
0.9,700,50,42969.33119594769
0.9,700,100,37614.568339519996
0.9,700,500,36050.98140590067
0.9,700,1000,35641.66123327693
0.9,700,2000,35461.45335627161
0.9,700,5000,35383.44441819132
0.99,100,10,44270.44325592739
0.99,100,50,35538.811577282955
0.99,100,100,36089.47715553424
0.99,100,500,35688.28630962103
0.99,100,1000,34752.471319345685
0.99,100,2000,35227.170593378
0.99,100,5000,34605.05237925469
0.99,200,10,41412.95546081987
0.99,200,50,35193.42047759141
0.99,200,100,34408.06997869879
0.99,200,500,35112.8543222164
0.99,200,1000,35055.778372438115
0.99,200,2000,34602.89371064407
0.99,200,5000,34580.39087058789
0.99,300,10,38744.490735880674
0.99,300,50,36084.42241922564
0.99,300,100,35650.83884246302
0.99,300,500,34781.657634064504
0.99,300,1000,34075.08914001304
0.99,300,2000,34295.49533500534
0.99,300,5000,34286.959073352395
0.99,400,10,40065.986697070155
0.99,400,50,34877.79531518943
0.99,400,100,34353.5064619649
0.99,400,500,34547.520265990155
0.99,400,1000,34306.80088359075
0.99,400,2000,34762.97217940128
0.99,400,5000,34169.70123793202
0.99,500,10,40037.14348818532
0.99,500,50,36624.838650447724
0.99,500,100,35029.91706221203
0.99,500,500,34394.135645736875
0.99,500,1000,34234.513657085576
0.99,500,2000,34148.00226132353
0.99,500,5000,34072.45281141959
0.99,600,10,38124.177048360136
0.99,600,50,35692.31363965606
0.99,600,100,34395.680478044356
0.99,600,500,35155.028378113406
0.99,600,1000,34085.452134887404
0.99,600,2000,34972.79093075864
0.99,600,5000,35179.19047516556
0.99,700,10,42655.89861598376
0.99,700,50,36985.90048310224
0.99,700,100,34886.96072341242
0.99,700,500,35206.08706300663
0.99,700,1000,34502.216228243364
0.99,700,2000,34246.09003627787
0.99,700,5000,34426.04905198427
0.999,100,10,36281.545925164435
0.999,100,50,34963.81720036479
0.999,100,100,34410.313573781175
0.999,100,500,35403.86561629756
0.999,100,1000,34492.077493668476
0.999,100,2000,34099.70412618951
0.999,100,5000,34052.75130522225
0.999,200,10,34396.65097184958
0.999,200,50,35108.88160837257
0.999,200,100,34594.62716351251
0.999,200,500,34185.52114314579
0.999,200,1000,33945.58694807592
0.999,200,2000,34395.3606667488
0.999,200,5000,33899.90361512774
0.999,300,10,34995.59880615052
0.999,300,50,35230.3805880848
0.999,300,100,34753.42476823108
0.999,300,500,34301.42050139809
0.999,300,1000,34192.08218564402
0.999,300,2000,34527.18974403221
0.999,300,5000,33523.708507435585
0.999,400,10,34356.481003331064
0.999,400,50,34430.03179232481
0.999,400,100,36444.27962859162
0.999,400,500,33698.77541234423
0.999,400,1000,34392.05446211817
0.999,400,2000,34131.71537753933
0.999,400,5000,33999.28169400145
0.999,500,10,35298.12429285733
0.999,500,50,34521.17113929972
0.999,500,100,34433.75147107834
0.999,500,500,34054.51335497608
0.999,500,1000,33588.34340921148
0.999,500,2000,33945.586948075914
0.999,500,5000,33915.24228489223
0.999,600,10,36178.48864155592
0.999,600,50,34130.548295758155
0.999,600,100,33588.343409211484
0.999,600,500,34670.75511797948
0.999,600,1000,34319.62004741544
0.999,600,2000,34363.76390471529
0.999,600,5000,34011.66344280801
0.999,700,10,35382.464016177124
0.999,700,50,34315.1218200937
0.999,700,100,33588.343409211484
0.999,700,500,34481.869063669714
0.999,700,1000,33588.34340921148
0.999,700,2000,33876.4472861579
0.999,700,5000,34072.45281141959
